id,sku,precio,fecha_actualizacion,fecha_vigencia,costo_producto,costo_traspaso,costo_almacenamiento
4652,3785243,8506, 11/17/2014, 01/08/2015,5742,102,14
4653,3846458,15949, 11/15/2014, 01/08/2015,10766,191,25
4654,3121545,26730, 01/08/2015, 04/12/2015,18043,320,42
4655,2998570,6372, 01/18/2015, 04/25/2015,4302,77,10
4656,3550214,147502, 10/29/2014, 01/15/2015,99564,1763,229
4657,3466102,3607, 01/16/2015, 04/07/2015,2435,44,6
4658,3466022,2431, 11/19/2014, 02/11/2015,1641,30,4
4659,3316083,42479, 12/12/2014, 02/26/2015,28674,508,66
4660,2196245,3072, 12/24/2014, 03/29/2015,2074,37,5
4661,3168356,10582, 12/20/2014, 03/29/2015,7143,127,17
4662,3490492,6270, 01/16/2015, 03/24/2015,4233,75,10
4663,3311598,5288, 12/13/2014, 02/07/2015,3570,64,9
4664,3858901,190167, 12/30/2014, 04/09/2015,128363,2273,294
4665,2447780,42445, 11/14/2014, 02/09/2015,28651,508,66
4666,3301803,52637, 02/05/2015, 04/30/2015,35530,629,82
4667,3826458,42344, 12/04/2014, 03/08/2015,28583,506,66
4668,3185420,106756, 11/20/2014, 02/12/2015,72061,1276,166
4669,3349224,105604, 01/02/2015, 03/28/2015,71283,1262,164
4670,3870389,84263, 12/16/2014, 02/23/2015,56878,1007,131
4671,3436320,53557, 01/02/2015, 03/01/2015,36151,640,83
4672,3469348,18915, 01/07/2015, 03/01/2015,12768,226,30
4673,3666514,47908, 01/03/2015, 04/10/2015,32338,573,75
4674,880171719,13858, 11/03/2014, 01/08/2015,9355,166,22
4675,3011703,159665, 11/25/2014, 02/08/2015,107774,1908,247
4676,3701605,26226, 01/21/2015, 04/09/2015,17703,314,41
4677,3710511,27854, 12/04/2014, 01/24/2015,18802,333,44
4678,3858807,106314, 11/08/2014, 02/01/2015,71762,1271,165
4679,3709134,11748, 12/16/2014, 03/24/2015,7930,141,19
4680,3700291,53388, 01/04/2015, 04/11/2015,36037,638,83
4681,3247653,148222, 01/14/2015, 03/11/2015,100050,1771,230
4682,3514077,10643, 12/07/2014, 01/31/2015,7185,128,17
4683,3662971,482564, 01/05/2015, 03/13/2015,325731,5766,746
4684,3506588,15901, 01/23/2015, 03/29/2015,10734,190,25
4685,2666488,63678, 02/10/2015, 04/27/2015,42983,761,99
4686,3612956,47806, 01/07/2015, 03/06/2015,32270,572,74
4687,3119378,10685, 12/05/2014, 01/26/2015,7213,128,17
4688,3281168,148626, 12/01/2014, 01/20/2015,100323,1776,230
4689,3247245,496858, 11/10/2014, 01/20/2015,335380,5937,769
4690,2568887,5340, 12/29/2014, 03/14/2015,3605,64,9
4691,3744250,5292, 01/28/2015, 04/28/2015,3573,64,9
4692,3154057,137912, 12/21/2014, 02/27/2015,93091,1648,214
4693,3651227,1364, 01/23/2015, 05/01/2015,921,17,3
4694,3697679,137857, 12/05/2014, 02/13/2015,93054,1648,214
4695,2560205,8856, 01/22/2015, 04/03/2015,5978,106,14
4696,3573742,95502, 12/05/2014, 03/06/2015,64464,1142,148
4697,3346150,10528, 12/08/2014, 03/02/2015,7107,126,17
4698,3611872,121278, 12/25/2014, 03/23/2015,81863,1449,188
4699,3466024,2419, 12/11/2014, 03/09/2015,1633,29,4
4700,3565193,16031, 12/13/2014, 03/06/2015,10821,192,25
4701,3325357,2111, 12/29/2014, 03/13/2015,1425,26,4
4702,3215262,31805, 02/14/2015, 04/30/2015,21469,381,50
4703,3109050,923414, 01/29/2015, 04/07/2015,623305,11033,1428
4704,3716266,42599, 12/07/2014, 02/01/2015,28755,509,66
4705,2560216,6176, 02/09/2015, 04/30/2015,4169,74,10
4706,2483300,21158, 01/17/2015, 04/04/2015,14282,253,33
4707,3693548,24400, 01/24/2015, 04/28/2015,16470,292,38
4708,3836379,348377, 01/13/2015, 04/06/2015,235155,4163,539
4709,3491922,26459, 12/12/2014, 03/17/2015,17860,317,41
4710,3102261,37065, 12/24/2014, 03/26/2015,25019,443,58
4711,3871458,561944, 12/31/2014, 03/24/2015,379313,6714,869
4712,3335547,284221, 12/23/2014, 03/24/2015,191850,3396,440
4713,2419118,10564, 01/09/2015, 03/18/2015,7131,127,17
4714,3049550,2431, 01/21/2015, 03/22/2015,1641,30,4
4715,3565439,53075, 02/01/2015, 04/03/2015,35826,635,83
4716,3508510,42158, 12/04/2014, 02/11/2015,28457,504,66
4717,3894167,13719, 12/21/2014, 02/09/2015,9261,164,22
4718,1918419,1076924, 01/02/2015, 02/24/2015,726924,12867,1665
4719,3132999,9966, 12/16/2014, 02/12/2015,6728,120,16
3631,3318485,83372, 11/17/2014, 01/21/2015,56277,997,129
3632,3445089,167332, 11/03/2014, 02/04/2015,112950,2000,259
3633,3607528,62774, 10/01/2014, 01/07/2015,42373,751,98
3634,3617401,40962, 10/05/2014, 12/10/2014,27650,490,64
3635,1349236,40663, 12/12/2014, 03/10/2015,27448,486,63
3636,3446641,125507, 09/22/2014, 12/20/2014,84718,1500,195
3637,3525251,28022, 10/02/2014, 12/31/2014,18915,335,44
3638,2948913,10404, 10/20/2014, 01/24/2015,7023,125,17
3639,3651232,1363, 11/08/2014, 02/04/2015,921,17,3
3640,880171332,20987, 10/18/2014, 01/05/2015,14167,251,33
3641,3532710,125732, 11/01/2014, 01/13/2015,84870,1503,195
3642,3363016,16820, 09/29/2014, 12/15/2014,11354,201,27
3643,3545242,4145, 09/29/2014, 12/19/2014,2798,50,7
3644,1961100,105104, 10/16/2014, 12/25/2014,70946,1256,163
3645,3243838,57362, 09/18/2014, 12/25/2014,38720,686,89
3646,3745273,23968, 10/26/2014, 01/22/2015,16179,287,38
3647,3709093,47205, 08/28/2014, 11/02/2014,31864,564,73
3648,3871453,553271, 09/24/2014, 11/27/2014,373458,6611,856
3649,990196,293260, 11/22/2014, 03/01/2015,197951,3504,454
3650,3498370,115410, 10/31/2014, 12/30/2014,77902,1379,179
3651,880169026,17927, 11/14/2014, 01/24/2015,12101,215,28
3652,3785243,8399, 09/12/2014, 11/17/2014,5670,101,13
3653,3846458,15783, 09/03/2014, 11/15/2014,10654,189,25
3654,3121545,26329, 10/03/2014, 01/08/2015,17773,315,41
3655,2998570,6300, 10/26/2014, 01/18/2015,4253,76,10
3656,3550214,145781, 09/02/2014, 10/29/2014,98403,1742,226
3657,3466102,3561, 10/14/2014, 01/16/2015,2404,43,6
3658,3466022,2384, 09/25/2014, 11/19/2014,1610,29,4
3659,3316083,41888, 10/23/2014, 12/12/2014,28275,501,65
3660,2196245,3040, 10/05/2014, 12/24/2014,2052,37,5
3661,3168356,10448, 10/23/2014, 12/20/2014,7053,125,17
3662,3490492,6199, 10/19/2014, 01/16/2015,4185,75,10
3663,3311598,5196, 10/01/2014, 12/13/2014,3508,63,9
3664,3858901,186493, 09/21/2014, 12/30/2014,125883,2229,289
3665,2447780,41690, 09/16/2014, 11/14/2014,28141,499,65
3666,3301803,51920, 11/12/2014, 02/05/2015,35046,621,81
3667,3826458,41912, 10/12/2014, 12/04/2014,28291,501,65
3668,3185420,104816, 09/30/2014, 11/20/2014,70751,1253,163
3669,3349224,104228, 10/24/2014, 01/02/2015,70354,1246,162
3670,3870389,83412, 09/24/2014, 12/16/2014,56304,997,129
3671,3436320,52589, 10/29/2014, 01/02/2015,35498,629,82
3672,3469348,18707, 10/24/2014, 01/07/2015,12628,224,29
3673,3666514,47186, 10/14/2014, 01/03/2015,31851,564,73
3674,880171719,13612, 09/08/2014, 11/03/2014,9189,163,22
3675,3011703,156795, 09/21/2014, 11/25/2014,105837,1874,243
3676,3701605,25886, 10/18/2014, 01/21/2015,17474,310,41
3677,3710511,27356, 09/02/2014, 12/04/2014,18466,327,43
3678,3858807,104578, 09/17/2014, 11/08/2014,70591,1250,162
3679,3709134,11594, 09/24/2014, 12/16/2014,7826,139,18
3680,3700291,52346, 10/29/2014, 01/04/2015,35334,626,81
3681,3247653,146435, 11/13/2014, 01/14/2015,98844,1750,227
3682,3514077,10454, 10/02/2014, 12/07/2014,7057,125,17
3683,3662971,474871, 10/30/2014, 01/05/2015,320538,5674,735
3684,3506588,15693, 11/03/2014, 01/23/2015,10593,188,25
3685,2666488,62873, 11/14/2014, 02/10/2015,42440,752,98
3686,3612956,46951, 10/03/2014, 01/07/2015,31692,561,73
3687,3119378,10505, 10/04/2014, 12/05/2014,7091,126,17
3688,3281168,146559, 10/06/2014, 12/01/2014,98928,1752,227
3689,3247245,491209, 09/05/2014, 11/10/2014,331567,5869,760
3690,2568887,5255, 10/01/2014, 12/29/2014,3548,63,9
3691,3744250,5233, 11/27/2014, 01/28/2015,3533,63,9
3692,3154057,135540, 10/26/2014, 12/21/2014,91490,1620,210
3693,3651227,1343, 10/19/2014, 01/23/2015,907,17,3
3694,3697679,136074, 10/16/2014, 12/05/2014,91850,1626,211
3695,2560205,8745, 11/09/2014, 01/22/2015,5903,105,14
3696,3573742,93924, 09/14/2014, 12/05/2014,63399,1123,146
3697,3346150,10419, 10/03/2014, 12/08/2014,7033,125,17
3698,3611872,119075, 10/03/2014, 12/25/2014,80376,1423,185
3699,3466024,2380, 10/08/2014, 12/11/2014,1607,29,4
3700,3565193,15787, 10/04/2014, 12/13/2014,10657,189,25
3701,3325357,2087, 09/27/2014, 12/29/2014,1409,25,4
3702,3215262,31310, 11/23/2014, 02/14/2015,21135,375,49
3703,3109050,905751, 11/20/2014, 01/29/2015,611382,10822,1401
3704,3716266,41784, 10/16/2014, 12/07/2014,28205,500,65
3705,2560216,6085, 11/10/2014, 02/09/2015,4108,73,10
3706,2483300,20785, 10/26/2014, 01/17/2015,14030,249,33
3707,3693548,24146, 10/30/2014, 01/24/2015,16299,289,38
3708,3836379,343397, 10/25/2014, 01/13/2015,231793,4103,531
3709,3491922,26062, 10/14/2014, 12/12/2014,17592,312,41
3710,3102261,36373, 10/03/2014, 12/24/2014,24552,435,57
3711,3871458,551412, 10/12/2014, 12/31/2014,372204,6589,853
3712,3335547,281267, 10/11/2014, 12/23/2014,189856,3361,435
3713,2419118,10410, 10/11/2014, 01/09/2015,7027,125,17
3714,3049550,2399, 10/13/2014, 01/21/2015,1620,29,4
3715,3565439,52466, 10/30/2014, 02/01/2015,35415,627,82
3716,3508510,41682, 10/07/2014, 12/04/2014,28136,499,65
3717,3894167,13537, 10/20/2014, 12/21/2014,9138,162,21
3718,1918419,1057155, 10/18/2014, 01/02/2015,713580,12631,1635
3719,3132999,9776, 10/11/2014, 12/16/2014,6599,117,16
3720,3349827,26316, 11/05/2014, 01/12/2015,17764,315,41
3721,2403627,5261, 11/03/2014, 01/04/2015,3552,63,9
3722,3787095,26168, 11/16/2014, 01/17/2015,17664,313,41
3723,3190294,5231, 10/12/2014, 12/06/2014,3531,63,9
3724,3697723,20859, 10/13/2014, 12/23/2014,14080,250,33
3725,3147631,2094, 12/02/2014, 02/05/2015,1414,26,4
3726,3873418,260918, 08/26/2014, 11/27/2014,176120,3118,404
3727,3174855,28080, 09/12/2014, 12/18/2014,18954,336,44
3728,3793136,52104, 09/11/2014, 11/21/2014,35171,623,81
3729,3868019,52502, 11/17/2014, 01/16/2015,35439,628,82
3730,3353326,294044, 10/20/2014, 01/05/2015,198480,3514,455
3731,2831270,13623, 10/25/2014, 01/15/2015,9196,163,22
3732,3607498,62109, 10/07/2014, 12/23/2014,41924,743,97
3733,3711019,29441, 08/26/2014, 10/24/2014,19873,352,46
3734,3613676,67699, 10/31/2014, 01/22/2015,45697,809,105
3735,2538164,15803, 10/26/2014, 12/19/2014,10668,189,25
3736,3011334,105062, 10/31/2014, 01/12/2015,70917,1256,163
3737,3792365,135421, 10/27/2014, 12/29/2014,91410,1618,210
3738,3506542,15614, 09/24/2014, 11/22/2014,10540,187,25
3739,2447777,26409, 10/23/2014, 01/23/2015,17827,316,41
3740,3335629,82579, 10/28/2014, 12/28/2014,55741,987,128
3741,3198295,145907, 10/08/2014, 12/23/2014,98488,1744,226
3742,601431,41921, 10/01/2014, 12/15/2014,28297,501,65
3743,3787123,36726, 10/13/2014, 12/30/2014,24791,439,57
3744,3176332,125003, 11/24/2014, 02/17/2015,84378,1494,194
3745,3607500,62725, 12/14/2014, 03/15/2015,42340,750,97
3746,3618123,148212, 11/07/2014, 02/12/2015,100044,1771,230
3747,3896457,8429, 10/25/2014, 12/29/2014,5690,101,14
3748,2906306,43802, 10/08/2014, 12/04/2014,29567,524,68
3749,3352609,2089, 10/25/2014, 01/21/2015,1411,25,4
3750,3871456,573583, 10/25/2014, 12/19/2014,387169,6853,887
3751,3746474,28265, 08/16/2014, 10/23/2014,19079,338,44
3752,3691596,579601, 08/14/2014, 10/24/2014,391231,6925,896
3753,1378829,18855, 09/08/2014, 11/07/2014,12728,226,30
3754,2997918,29411, 09/09/2014, 11/07/2014,19853,352,46
3755,2829556,20958, 09/07/2014, 11/24/2014,14147,251,33
3756,3610161,52230, 11/08/2014, 01/18/2015,35256,625,81
3757,721714,7815, 10/14/2014, 12/27/2014,5276,94,13
3758,3629467,238606, 09/24/2014, 11/18/2014,161060,2851,369
3759,3552736,5198, 12/11/2014, 02/02/2015,3509,63,9
3760,3716163,34566, 10/17/2014, 12/16/2014,23333,413,54
3761,3709743,12598, 10/05/2014, 11/29/2014,8504,151,20
3762,3875974,94090, 10/10/2014, 12/21/2014,63511,1125,146
3763,3693411,302367, 10/16/2014, 12/07/2014,204098,3613,468
3764,3478076,9360, 10/15/2014, 01/13/2015,6318,112,15
3765,961973,7833, 11/17/2014, 01/30/2015,5288,94,13
3766,880156045,13685, 11/11/2014, 01/30/2015,9238,164,22
3767,2865506,8273, 10/05/2014, 12/30/2014,5585,99,13
3768,2733672,140338, 10/04/2014, 01/10/2015,94729,1677,217
3769,3687723,40432, 11/15/2014, 01/16/2015,27292,484,63
3770,3549039,4179, 11/17/2014, 01/28/2015,2821,50,7
3771,3629466,240682, 10/03/2014, 12/15/2014,162461,2876,373
3772,3613253,46863, 10/24/2014, 12/22/2014,31633,560,73
3773,2201469,31404, 10/10/2014, 12/28/2014,21198,376,49
3774,3834881,17636, 10/24/2014, 12/15/2014,11905,211,28
3775,3549176,3125, 11/03/2014, 02/09/2015,2110,38,5
3776,3363292,16199, 11/23/2014, 02/23/2015,10935,194,26
3777,3732237,31068, 09/23/2014, 12/31/2014,20971,372,49
3778,3704691,31460, 11/14/2014, 01/14/2015,21236,376,49
3779,3688249,2091, 10/15/2014, 12/31/2014,1412,25,4
3780,3177505,31481, 10/20/2014, 12/21/2014,21250,377,49
3781,3793146,137246, 12/10/2014, 02/03/2015,92642,1640,213
3782,3691598,157584, 10/02/2014, 12/04/2014,106370,1883,244
3783,3477436,26177, 09/13/2014, 12/16/2014,17670,313,41
3784,880154761,31324, 11/04/2014, 01/26/2015,21144,375,49
3785,3379395,875155, 10/19/2014, 12/21/2014,590730,10456,1353
3786,3443834,7320, 10/01/2014, 12/06/2014,4941,88,12
3787,3074914,341472, 10/11/2014, 01/09/2015,230494,4080,528
3788,3733855,5215, 10/24/2014, 01/11/2015,3521,63,9
3789,3056559,20988, 10/10/2014, 01/07/2015,14167,251,33
3790,3243819,36413, 11/15/2014, 02/19/2015,24579,436,57
3791,3858809,218955, 10/02/2014, 12/31/2014,147795,2616,339
3792,1090536,256162, 12/23/2014, 03/09/2015,172910,3061,396
3793,3835038,327580, 10/09/2014, 12/17/2014,221117,3914,507
3794,3859268,303822, 10/28/2014, 01/11/2015,205080,3630,470
3795,3368283,1364057, 10/08/2014, 01/04/2015,920739,16298,2109
3796,3651303,25153, 10/29/2014, 12/20/2014,16979,301,39
3797,3736849,8349, 11/06/2014, 01/10/2015,5636,100,13
3798,3548643,312675, 09/13/2014, 11/28/2014,211056,3736,484
3799,3564675,25925, 09/29/2014, 11/18/2014,17500,310,41
3800,3634999,78149, 10/15/2014, 01/09/2015,52751,934,121
3801,3710404,41789, 11/26/2014, 01/22/2015,28208,500,65
3802,3575792,23861, 11/14/2014, 01/20/2015,16107,286,37
3803,2440576,42082, 10/18/2014, 12/07/2014,28406,503,66
3804,1852968,93080, 09/30/2014, 12/24/2014,62829,1113,144
3805,3495827,17806, 10/12/2014, 12/04/2014,12020,213,28
3806,3292957,511, 11/27/2014, 01/24/2015,345,7,1
3807,2197592,156872, 10/09/2014, 01/17/2015,105889,1875,243
3808,3871460,397622, 09/07/2014, 11/10/2014,268395,4751,615
3809,3607559,21902, 10/12/2014, 12/23/2014,14784,262,34
3810,3621567,238699, 09/08/2014, 12/12/2014,161122,2852,369
3811,3871465,394457, 10/29/2014, 02/01/2015,266259,4713,610
3812,3389938,25114, 10/13/2014, 01/18/2015,16952,301,39
3813,2333434,47978, 10/29/2014, 01/17/2015,32386,574,75
3814,1918416,968164, 09/26/2014, 12/19/2014,653511,11568,1497
3815,3636427,20867, 10/08/2014, 01/08/2015,14086,250,33
3816,3873624,449455, 10/11/2014, 12/18/2014,303383,5370,695
3817,3459859,135835, 10/02/2014, 01/04/2015,91689,1623,210
3818,2865066,6288, 11/06/2014, 01/01/2015,4245,76,10
3819,3727364,491021, 11/03/2014, 01/12/2015,331440,5867,759
3820,3358711,73579, 11/22/2014, 02/24/2015,49666,880,114
3821,3637065,168041, 11/06/2014, 01/30/2015,113428,2008,260
3822,3859261,147136, 10/06/2014, 12/09/2014,99317,1758,228
3823,3828073,198710, 09/06/2014, 12/10/2014,134130,2375,308
3824,1616532,240541, 10/23/2014, 01/09/2015,162366,2874,372
3825,3712495,10444, 11/20/2014, 01/19/2015,7050,125,17
3826,3483918,20901, 09/10/2014, 11/22/2014,14109,250,33
3827,3525155,9230, 09/29/2014, 12/31/2014,6231,111,15
3828,3689036,6720, 11/04/2014, 01/17/2015,4536,81,11
3829,2889399,3719, 09/29/2014, 11/21/2014,2511,45,6
3830,3613532,57177, 11/05/2014, 01/05/2015,38595,684,89
3831,3107097,677802, 10/30/2014, 01/24/2015,457517,8099,1048
3832,3535718,5212, 09/15/2014, 11/08/2014,3519,63,9
3833,1662042,104826, 09/25/2014, 11/20/2014,70758,1253,163
3834,3876341,23909, 09/24/2014, 11/26/2014,16139,286,37
3835,3363102,13074, 10/22/2014, 01/08/2015,8825,157,21
3836,3617735,14639, 10/07/2014, 01/02/2015,9882,175,23
3837,880115495,5238, 09/15/2014, 12/22/2014,3536,63,9
3838,3760831,46929, 12/05/2014, 02/18/2015,31678,561,73
3839,3461770,15740, 11/10/2014, 01/03/2015,10625,189,25
3840,1160735,372903, 10/22/2014, 01/22/2015,251710,4456,577
3841,3676867,29363, 10/29/2014, 12/24/2014,19821,351,46
3842,3654114,1351, 08/16/2014, 10/19/2014,912,17,3
3843,3700311,252990, 10/11/2014, 12/28/2014,170769,3023,392
3844,3772578,31432, 10/27/2014, 01/06/2015,21217,376,49
3845,3466004,5946, 12/04/2014, 02/21/2015,4014,72,10
3846,2637414,15729, 11/29/2014, 02/21/2015,10618,188,25
3847,382206,71205, 10/09/2014, 12/28/2014,48064,851,111
3848,2807161,240706, 08/23/2014, 11/18/2014,162477,2876,373
3849,3836529,147658, 11/13/2014, 01/04/2015,99670,1765,229
3850,3383292,187358, 10/07/2014, 12/17/2014,126467,2239,290
3851,3548645,387493, 09/20/2014, 11/13/2014,261558,4630,599
3852,3265843,736369, 09/28/2014, 12/23/2014,497050,8798,1139
3853,3459344,10410, 10/10/2014, 01/13/2015,7027,125,17
3854,2865513,9436, 10/04/2014, 12/21/2014,6370,113,15
3855,962110,35789, 12/15/2014, 03/16/2015,24158,428,56
3856,2865514,9402, 11/14/2014, 02/15/2015,6347,113,15
3857,3699264,52300, 12/11/2014, 02/01/2015,35303,625,81
3858,3281823,57332, 10/08/2014, 12/07/2014,38700,685,89
3859,3697714,20808, 10/09/2014, 01/14/2015,14046,249,33
3860,2800185,156701, 09/05/2014, 10/27/2014,105774,1873,243
3861,1163025,20294, 10/23/2014, 01/04/2015,13699,243,32
3862,3516492,7339, 08/16/2014, 11/17/2014,4954,88,12
3863,2419210,14667, 11/20/2014, 02/09/2015,9901,176,23
3864,2419119,3142, 10/21/2014, 12/18/2014,2121,38,5
3865,3676817,8797, 10/13/2014, 12/20/2014,5938,106,14
3866,3799509,41904, 10/23/2014, 01/25/2015,28286,501,65
3867,2662874,35938, 12/18/2014, 03/18/2015,24259,430,56
3868,3846929,58094, 11/10/2014, 02/03/2015,39214,695,90
3869,3681407,70019, 11/30/2014, 02/01/2015,47263,837,109
3870,3876223,115060, 09/24/2014, 01/02/2015,77666,1375,178
3871,3709386,16836, 08/26/2014, 10/20/2014,11365,202,27
3872,3821966,26104, 09/10/2014, 11/07/2014,17621,312,41
3873,3756025,20958, 09/05/2014, 11/14/2014,14147,251,33
3874,3514362,7227, 09/06/2014, 11/05/2014,4879,87,12
3875,3547744,41879, 11/11/2014, 01/03/2015,28269,501,65
3876,880170694,15705, 10/06/2014, 11/27/2014,10601,188,25
3877,3478007,3688, 09/06/2014, 12/08/2014,2490,45,6
3878,3871562,356570, 10/26/2014, 12/31/2014,240685,4261,552
3879,3849161,209412, 11/17/2014, 02/12/2015,141354,2502,324
3880,3871464,322586, 10/21/2014, 12/14/2014,217746,3855,499
3881,3463099,83818, 11/20/2014, 01/10/2015,56578,1002,130
3882,880156027,13476, 09/26/2014, 12/03/2014,9097,162,21
3883,2422425,103838, 10/20/2014, 12/30/2014,70091,1241,161
3884,2820897,5781, 08/22/2014, 11/12/2014,3903,70,9
3885,3833713,5243, 08/24/2014, 11/27/2014,3540,63,9
3886,3477704,385817, 09/16/2014, 12/02/2014,260427,4610,597
3887,2718948,6247, 11/22/2014, 02/25/2015,4217,75,10
3888,279092,13494, 11/03/2014, 01/15/2015,9109,162,21
3889,3894150,8417, 08/28/2014, 12/04/2014,5682,101,14
3890,3579830,3652, 10/19/2014, 01/17/2015,2466,44,6
3891,1973872,19763, 09/06/2014, 10/31/2014,13341,237,31
3892,3007757,93962, 08/31/2014, 11/09/2014,63425,1123,146
3893,3363192,14589, 12/18/2014, 02/11/2015,9848,175,23
3894,3504930,6284, 11/20/2014, 01/27/2015,4242,76,10
3895,3727688,31447, 09/11/2014, 12/10/2014,21227,376,49
3896,3862562,5213, 09/29/2014, 12/01/2014,3519,63,9
3897,3617754,14750, 10/10/2014, 12/25/2014,9957,177,23
3898,3325171,8378, 10/09/2014, 01/08/2015,5656,101,13
3899,3691618,31650, 09/19/2014, 11/25/2014,21364,379,49
3900,3118687,78307, 11/23/2014, 02/13/2015,52858,936,122
3901,3464741,78397, 10/26/2014, 01/06/2015,52918,937,122
3902,3826636,187119, 11/13/2014, 01/05/2015,126306,2236,290
3903,880145780,17771, 10/31/2014, 01/18/2015,11996,213,28
3904,3607494,38396, 11/01/2014, 02/06/2015,25918,459,60
3905,1575855,2071, 08/25/2014, 10/23/2014,1398,25,4
3906,880156013,13624, 10/02/2014, 01/05/2015,9197,163,22
3907,3716259,36356, 10/27/2014, 12/20/2014,24541,435,57
3908,2394139,10353, 10/18/2014, 12/13/2014,6989,124,17
3909,3776114,15673, 09/19/2014, 12/09/2014,10580,188,25
3910,3617756,14593, 10/03/2014, 12/27/2014,9851,175,23
3911,3709100,12496, 12/02/2014, 01/25/2015,8435,150,20
3912,3905453,38635, 10/26/2014, 12/28/2014,26079,462,60
3913,3002992,136989, 10/22/2014, 12/19/2014,92468,1637,212
3914,3607463,62743, 09/02/2014, 10/26/2014,42352,750,97
3915,3591776,15600, 09/23/2014, 12/04/2014,10530,187,25
3916,2797247,104816, 10/13/2014, 12/26/2014,70751,1253,163
3917,3871436,331812, 10/17/2014, 12/29/2014,223974,3965,513
3918,2865049,8335, 12/11/2014, 02/22/2015,5627,100,13
3919,3548964,6258, 10/25/2014, 02/01/2015,4225,75,10
3920,3174410,136936, 10/17/2014, 01/17/2015,92432,1637,212
3921,3289013,53048, 10/01/2014, 11/26/2014,35808,634,83
3922,3484637,522057, 10/14/2014, 01/16/2015,352389,6238,807
3923,3524984,356605, 09/15/2014, 11/07/2014,240709,4261,552
3924,3442999,14593, 10/27/2014, 01/03/2015,9851,175,23
3925,2560212,6061, 12/20/2014, 03/28/2015,4092,73,10
3926,3597798,41681, 09/28/2014, 12/28/2014,28135,498,65
3927,3687968,104979, 10/27/2014, 01/07/2015,70861,1255,163
3928,2809391,7288, 11/08/2014, 02/08/2015,4920,88,12
3929,3461611,8380, 09/01/2014, 10/29/2014,5657,101,13
3930,3829704,12510, 10/28/2014, 01/15/2015,8445,150,20
3931,3466415,26221, 09/22/2014, 12/15/2014,17700,314,41
3932,2237757,125880, 08/24/2014, 10/28/2014,84969,1504,195
3933,3711224,26130, 10/21/2014, 12/21/2014,17638,313,41
3934,977042,18296, 10/03/2014, 01/02/2015,12350,219,29
3935,3700761,177677, 10/30/2014, 12/30/2014,119932,2123,275
3936,3285590,36485, 10/14/2014, 12/25/2014,24628,436,57
3937,3464174,41868, 11/13/2014, 01/02/2015,28261,501,65
3938,2695125,36427, 10/30/2014, 01/13/2015,24589,436,57
3939,2419117,4180, 11/15/2014, 02/04/2015,2822,50,7
3940,3695548,2272707, 09/28/2014, 11/21/2014,1534078,27154,3514
3941,3606924,50400, 11/03/2014, 01/23/2015,34020,603,78
3942,3727690,13711, 10/31/2014, 01/30/2015,9255,164,22
3943,3722454,20768, 10/06/2014, 12/19/2014,14019,249,33
3944,1955474,23329, 10/22/2014, 01/15/2015,15748,279,37
3945,1575859,2101, 10/30/2014, 01/20/2015,1419,26,4
3946,66968,14189, 09/29/2014, 12/19/2014,9578,170,22
3947,880171340,22946, 10/12/2014, 01/15/2015,15489,275,36
3948,3470833,22782, 10/31/2014, 01/18/2015,15378,273,36
3949,2398756,36817, 10/01/2014, 11/20/2014,24852,440,57
3950,3359953,238676, 09/12/2014, 11/23/2014,161107,2852,369
3951,2865512,9490, 10/07/2014, 12/28/2014,6406,114,15
3952,3398880,73440, 11/11/2014, 01/12/2015,49572,878,114
3953,3902519,828973, 11/07/2014, 02/08/2015,559557,9905,1282
3954,3733850,13525, 10/27/2014, 01/06/2015,9130,162,21
3955,3825024,211837, 09/24/2014, 12/27/2014,142990,2531,328
3956,1616516,209299, 11/05/2014, 01/15/2015,141277,2501,324
3957,3281140,220341, 11/12/2014, 01/17/2015,148731,2633,341
3958,3564720,26246, 10/16/2014, 12/10/2014,17717,314,41
3959,3466091,3547, 08/17/2014, 10/08/2014,2395,43,6
3960,3846358,40287, 09/02/2014, 11/16/2014,27194,482,63
3961,3727367,839483, 09/23/2014, 11/24/2014,566652,10030,1298
3962,3324205,18662, 11/07/2014, 01/03/2015,12597,223,29
3963,3379415,692241, 10/03/2014, 12/27/2014,467263,8271,1071
3964,2152388,27250, 10/20/2014, 12/12/2014,18394,326,43
3965,3858923,23915, 10/30/2014, 01/20/2015,16143,286,37
3966,3794990,80755, 09/21/2014, 12/25/2014,54510,965,125
3967,3825958,38703, 09/26/2014, 11/26/2014,26125,463,60
3968,3795036,21039, 11/15/2014, 02/23/2015,14202,252,33
3969,3616267,12417, 11/20/2014, 02/03/2015,8382,149,20
3970,2419236,24037, 10/03/2014, 12/18/2014,16225,288,38
3971,3825948,18776, 11/04/2014, 01/27/2015,12674,225,30
3972,3552735,5185, 10/29/2014, 12/24/2014,3500,62,9
3973,3565021,36774, 12/02/2014, 01/24/2015,24823,440,57
3974,2655437,11456, 12/17/2014, 03/07/2015,7733,137,18
3975,3243833,8322, 09/05/2014, 11/27/2014,5618,100,13
3976,3846351,36640, 10/30/2014, 12/21/2014,24732,438,57
3977,1369345,13590, 10/24/2014, 12/28/2014,9174,163,22
3978,2299475,36586, 10/28/2014, 12/30/2014,24696,438,57
3979,1162615,24747, 11/06/2014, 02/04/2015,16705,296,39
3980,3817618,73781, 10/27/2014, 12/17/2014,49803,882,115
3981,3742798,20733, 10/01/2014, 12/19/2014,13995,248,33
